sigma_v_mu,sigma_v_a,sigma_p,sigma_mu,attractor_active,beta,sp_active,sp_noise_variance
3000.0,1000.0,1,3000.0,0,0.01,1,0
Iteration,A_Shoulder,A_Elbow,A_dot_Shoulder,A_dot_Elbow,mu_Shoulder,mu_Elbow,sp_Shoulder,sp_Elbow,Ev attr,beta,last_vt,last_tt,cartesian_distance
0,-4.062015505041927e-06,-6.566841329913586e-07,-0.00020310077525209635,-3.283420664956793e-05,-0.00020310077525209635,-3.283420664956793e-05,0.0,0.0,[],0.01,-60,-60,0.13442126
1,-1.2140084290876984e-05,-1.9625200366135687e-06,-0.0004039034392917529,-6.52917951811105e-05,-0.0004039034392917529,-6.52917951811105e-05,0.0,0.0,[],0.01,-60,-60,0.13442126
2,-2.4093023675959557e-05,-3.898680879501626e-06,-0.0005976469692541286,-9.680804214440286e-05,-0.0005976469692541286,-9.680804214440286e-05,0.0,0.0,[],0.01,-60,-60,0.13442126
3,-3.9812454488128424e-05,-6.452547750086523e-06,-0.0007859715406084433,-0.00012769334352924488,-0.0007859715406084433,-0.00012769334352924488,0.0,0.0,[],0.01,-60,-60,0.13442126
4,-5.918987677432597e-05,-9.61003388511017e-06,-0.0009688711143098772,-0.0001578743067511823,-0.0009688711143098772,-0.0001578743067511823,0.0,0.0,[],0.01,-60,-60,0.13442126
5,-8.214817964471877e-05,-1.335964370809961e-05,-0.00114791514351964,-0.00018748049114947207,-0.00114791514351964,-0.00018748049114947207,0.0,0.0,[],0.01,-60,-60,0.13442126
6,-0.00010866460914257914,-1.7682835059531497e-05,-0.0013258214748930186,-0.00021615956757159438,-0.0013258214748930186,-0.00021615956757159438,0.0,0.0,[],0.01,-60,-60,0.13442126
7,-0.0001386391237610951,-2.2568097883777226e-05,-0.0014987257309257984,-0.00024426314121228643,-0.0014987257309257984,-0.00024426314121228643,0.0,0.0,[],0.01,-60,-60,0.13442126
8,-0.0001720095972996205,-2.800547688821098e-05,-0.0016685236769262701,-0.00027186895022168756,-0.0016685236769262701,-0.00027186895022168756,0.0,0.0,[],0.01,-60,-60,0.13442126
9,-0.00020868039253400637,-3.398295273655094e-05,-0.001833539761719294,-0.0002988737924169982,-0.001833539761719294,-0.0002988737924169982,0.0,0.0,[],0.01,-60,-60,0.13442126
10,-0.0002485341517603956,-4.048960883665131e-05,-0.0019926879613194615,-0.0003253328050050186,-0.0019926879613194615,-0.0003253328050050186,0.0,0.0,[],0.01,-60,-60,0.13442126
