sigma_v_mu,sigma_v_a,sigma_p,sigma_mu,attractor_active,beta,sp_active,sp_noise_variance
3000.0,1000.0,1,3000.0,0,0.01,1,0
Iteration,A_Shoulder,A_Elbow,A_dot_Shoulder,A_dot_Elbow,mu_Shoulder,mu_Elbow,sp_Shoulder,sp_Elbow,Ev attr,beta,last_vt,last_tt,cartesian_distance
0,-4.0620152140036225e-06,-6.566836236743257e-07,-0.00020310076070018113,-3.283418118371628e-05,-0.00020310076070018113,-3.283418118371628e-05,0.0,0.0,[],0.01,-60,-60,0.13442126
1,-1.2140079052187504e-05,-1.962519236258231e-06,-0.000403903191909194,-6.529178062919527e-05,-0.000403903191909194,-6.529178062919527e-05,0.0,0.0,[],0.01,-60,-60,0.13442126
2,-2.4093011452350767e-05,-3.898680006386712e-06,-0.0005976466200081632,-9.680803850642405e-05,-0.0005976466200081632,-9.680803850642405e-05,0.0,0.0,[],0.01,-60,-60,0.13442126
3,-3.9812438772059977e-05,-6.452546804212034e-06,-0.0007859713659854606,-0.00012769333989126608,-0.0007859713659854606,-0.00012769333989126608,0.0,0.0,[],0.01,-60,-60,0.13442126
4,-5.91898601851426e-05,-9.61003253905801e-06,-0.0009688710706541315,-0.00015787428674229886,-0.0009688710706541315,-0.00015787428674229886,0.0,0.0,[],0.01,-60,-60,0.13442126
5,-8.214816538384183e-05,-1.3359641525312326e-05,-0.0011479152599349618,-0.0001874804493127158,-0.0011479152599349618,-0.0001874804493127158,0.0,0.0,[],0.01,-60,-60,0.13442126
6,-0.00010866460361285134,-1.7682832694845274e-05,-0.0013258219114504755,-0.00021615955847664736,-0.0013258219114504755,-0.00021615955847664736,0.0,0.0,[],0.01,-60,-60,0.13442126
7,-0.0001386391292908229,-2.2568095664610156e-05,-0.001498726283898577,-0.00024426314848824404,-0.001498726283898577,-0.00024426314848824404,0.0,0.0,[],0.01,-60,-60,0.13442126
8,-0.0001720096170902252,-2.8005473977827934e-05,-0.0016685243899701163,-0.0002718689156608889,-0.0016685243899701163,-0.0002718689156608889,0.0,0.0,[],0.01,-60,-60,0.13442126
9,-0.00020868042367510497,-3.3982948953052986e-05,-0.0018335403292439878,-0.0002988737487612525,-0.0018335403292439878,-0.0002988737487612525,0.0,0.0,[],0.01,-60,-60,0.13442126
10,-0.00024853420065483077,-4.048960443469696e-05,-0.0019926888489862904,-0.00032533277408219874,-0.0019926888489862904,-0.00032533277408219874,0.0,0.0,[],0.01,-60,-60,0.13442126
11,-0.0002915646421024576,-4.751611311803572e-05,-0.00215152207238134,-0.00035132543416693807,-0.00215152207238134,-0.00035132543416693807,0.0,0.0,[],0.01,-60,-60,0.13442126
12,-0.00033777723088860515,-5.505206510861171e-05,-0.0023106294393073767,-0.00037679759952879976,-0.0023106294393073767,-0.00037679759952879976,0.0,0.0,[],0.01,-60,-60,0.13442126
13,-0.0003871153530781158,-6.30894109417568e-05,-0.0024669061094755307,-0.0004018672916572541,-0.0024669061094755307,-0.0004018672916572541,0.0,0.0,[],0.01,-60,-60,0.13442126
14,-0.0004394942807266489,-7.161738834838617e-05,-0.0026189463824266568,-0.00042639887033146806,-0.0026189463824266568,-0.00042639887033146806,0.0,0.0,[],0.01,-60,-60,0.13442126
15,-0.0004948289290769027,-8.06261282923515e-05,-0.002766732417512685,-0.0004504369971982669,-0.002766732417512685,-0.0004504369971982669,0.0,0.0,[],0.01,-60,-60,0.13442126
16,-0.0005530363385332749,-9.010491543449462e-05,-0.002910370472818613,-0.00047393935710715596,-0.002910370472818613,-0.00047393935710715596,0.0,0.0,[],0.01,-60,-60,0.13442126
17,-0.0006140355186653324,-0.00010004426869272721,-0.003049959006602876,-0.0004969676629116293,-0.003049959006602876,-0.0004969676629116293,0.0,0.0,[],0.01,-60,-60,0.13442126
18,-0.0006777345252339729,-0.00011042973244911992,-0.0031849503284320235,-0.0005192731878196355,-0.0031849503284320235,-0.0005192731878196355,0.0,0.0,[],0.01,-60,-60,0.13442126
19,-0.0007440580404363573,-0.00012125234359700699,-0.003316175760119222,-0.0005411305573943537,-0.003316175760119222,-0.0005411305573943537,0.0,0.0,[],0.01,-60,-60,0.13442126
20,-0.0008129328038194218,-0.00013250331179733623,-0.003443738169153221,-0.0005625484100164613,-0.003443738169153221,-0.0005625484100164613,0.0,0.0,[],0.01,-60,-60,0.13442126
21,-0.0008843206873279997,-0.00014413092918402984,-0.003569394175428897,-0.00058138086933468,-0.003569394175428897,-0.00058138086933468,0.0,0.0,[],0.01,-60,-60,0.13442126
22,-0.0009581380955933129,-0.00015612580329616324,-0.0036908704132656567,-0.0005997437056066701,-0.0036908704132656567,-0.0005997437056066701,0.0,0.0,[],0.01,-60,-60,0.13442126
23,-0.0010343272861791776,-0.00016848058665345892,-0.0038094595292932354,-0.0006177391678647837,-0.0038094595292932354,-0.0006177391678647837,0.0,0.0,[],0.01,-60,-60,0.13442126
24,-0.0011128228702000343,-0.00018118809268344196,-0.003924779201042838,-0.0006353753014991526,-0.003924779201042838,-0.0006353753014991526,0.0,0.0,[],0.01,-60,-60,0.13442126
25,-0.0011935606805491261,-0.00019424119531322506,-0.004036890517454594,-0.0006526551314891549,-0.004036890517454594,-0.0006526551314891549,0.0,0.0,[],0.01,-60,-60,0.13442126
26,-0.001276481072563911,-0.00020763294960488569,-0.004146019600739237,-0.0006695877145830309,-0.004146019600739237,-0.0006695877145830309,0.0,0.0,[],0.01,-60,-60,0.13442126
27,-0.001361697093670955,-0.00022136810624942885,-0.0042608010553522035,-0.0006867578322271584,-0.0042608010553522035,-0.0006867578322271584,0.0,0.0,[],0.01,-60,-60,0.13442126
28,-0.0014491451576759574,-0.00023543974333733788,-0.004372403200250119,-0.000703581854395452,-0.004372403200250119,-0.000703581854395452,0.0,0.0,[],0.01,-60,-60,0.13442126
29,-0.0015388121479190887,-0.00024984101852169264,-0.004483349512156565,-0.0007200637592177372,-0.004483349512156565,-0.0007200637592177372,0.0,0.0,[],0.01,-60,-60,0.13442126
30,-0.0016306000491022135,-0.0002645656046661316,-0.004589395059156232,-0.0007362293072219472,-0.004589395059156232,-0.0007362293072219472,0.0,0.0,[],0.01,-60,-60,0.13442126
31,-0.0017244480099179785,-0.00027960652998444864,-0.004692398040788248,-0.0007520462659158511,-0.004692398040788248,-0.0007520462659158511,0.0,0.0,[],0.01,-60,-60,0.13442126
32,-0.0018202674498024865,-0.0002949569965494448,-0.004790971994225401,-0.0007675233282498084,-0.004790971994225401,-0.0007675233282498084,0.0,0.0,[],0.01,-60,-60,0.13442126
33,-0.0019180029536073565,-0.0003106107675739623,-0.0048867751902434975,-0.0007826885512258741,-0.0048867751902434975,-0.0007826885512258741,0.0,0.0,[],0.01,-60,-60,0.13442126
34,-0.0020176013919990512,-0.00032656167466484483,-0.00497992191958474,-0.0007975453545441269,-0.00497992191958474,-0.0007975453545441269,0.0,0.0,[],0.01,-60,-60,0.13442126
35,-0.0021190110525640196,-0.0003428036710283778,-0.005070483028248418,-0.0008120998181766481,-0.005070483028248418,-0.0008120998181766481,0.0,0.0,[],0.01,-60,-60,0.13442126
36,-0.0022222430355031977,-0.0003593284106500506,-0.005161599146958906,-0.000826236981083639,-0.005161599146958906,-0.000826236981083639,0.0,0.0,[],0.01,-60,-60,0.13442126
37,-0.0023272469444782476,-0.000376130144668423,-0.005250195448752493,-0.0008400867009186186,-0.005250195448752493,-0.0008400867009186186,0.0,0.0,[],0.01,-60,-60,0.13442126
38,-0.0024339736446563624,-0.000393203237817943,-0.005336335008905735,-0.0008536546574759996,-0.005336335008905735,-0.0008536546574759996,0.0,0.0,[],0.01,-60,-60,0.13442126
39,-0.0025423886526550637,-0.00041054194916796417,-0.005420750399935059,-0.0008669355675010593,-0.005420750399935059,-0.0008669355675010593,0.0,0.0,[],0.01,-60,-60,0.13442126
