sigma_v_mu,sigma_v_a,sigma_p,sigma_mu,attractor_active,beta,sp_active,sp_noise_variance
3000.0,1000.0,1,3000.0,0,0.01,1,0
Iteration,A_Shoulder,A_Elbow,A_dot_Shoulder,A_dot_Elbow,mu_Shoulder,mu_Elbow,sp_Shoulder,sp_Elbow,Ev attr,beta,last_vt,last_tt,cartesian_distance
0,-1.8495367839932442e-07,-2.251424484711606e-07,-9.247683919966221e-06,-1.125712242355803e-05,-9.247683919966221e-06,-1.125712242355803e-05,0.0,0.0,[],0.01,-60,-60,0.0
1,-5.484990469994954e-07,-6.708433647872881e-07,-1.8177268430008553e-05,-2.228504581580637e-05,-1.8177268430008553e-05,-2.228504581580637e-05,0.0,0.0,[],0.01,-60,-60,0.0
2,-1.0844706230273005e-06,-1.3326112093636766e-06,-2.679857880139025e-05,-3.308839222881943e-05,-2.679857880139025e-05,-3.308839222881943e-05,0.0,0.0,[],0.01,-60,-60,0.0
3,-1.7868728718895e-06,-2.2060469018470032e-06,-3.5120112443109974e-05,-4.367178462416632e-05,-3.5120112443109974e-05,-4.367178462416632e-05,0.0,0.0,[],0.01,-60,-60,0.0
4,-2.649965554155642e-06,-3.28683951011044e-06,-4.315463411330711e-05,-5.4039630413171835e-05,-4.315463411330711e-05,-5.4039630413171835e-05,0.0,0.0,[],0.01,-60,-60,0.0
5,-3.6682407881016842e-06,-4.570769124256913e-06,-5.091376169730211e-05,-6.419648070732364e-05,-5.091376169730211e-05,-6.419648070732364e-05,0.0,0.0,[],0.01,-60,-60,0.0
6,-4.836284397242707e-06,-6.0537044555530896e-06,-5.8402180457051145e-05,-7.414676656480879e-05,-5.8402180457051145e-05,-7.414676656480879e-05,0.0,0.0,[],0.01,-60,-60,0.0
7,-6.148959491838468e-06,-7.731593832431829e-06,-6.563375472978805e-05,-8.389446884393692e-05,-6.563375472978805e-05,-8.389446884393692e-05,0.0,0.0,[],0.01,-60,-60,0.0
8,-7.601236220580177e-06,-9.600468129065122e-06,-7.261383643708541e-05,-9.344371483166469e-05,-7.261383643708541e-05,-9.344371483166469e-05,0.0,0.0,[],0.01,-60,-60,0.0
9,-9.188309049932287e-06,-1.1656441565719436e-05,-7.935364146760548e-05,-0.00010279867183271563,-7.935364146760548e-05,-0.00010279867183271563,0.0,0.0,[],0.01,-60,-60,0.0
10,-1.0905515418926372e-05,-1.3895704178139571e-05,-8.586031844970421e-05,-0.00011196313062100671,-8.586031844970421e-05,-0.00011196313062100671,0.0,0.0,[],0.01,-60,-60,0.0
11,-1.2740740976369126e-05,-1.6314410877384948e-05,-9.176127787213773e-05,-0.00012093533496226883,-9.176127787213773e-05,-0.00012093533496226883,0.0,0.0,[],0.01,-60,-60,0.0
12,-1.4689935642309138e-05,-1.8908909878518903e-05,-9.745973329700064e-05,-0.0001297249500566977,-9.745973329700064e-05,-0.0001297249500566977,0.0,0.0,[],0.01,-60,-60,0.0
13,-1.6749164342400035e-05,-2.1675632960977968e-05,-0.00010296143500454491,-0.0001383361541229533,-0.00010296143500454491,-0.0001383361541229533,0.0,0.0,[],0.01,-60,-60,0.0
14,-1.891452702693641e-05,-2.4611075805296426e-05,-0.0001082681342268188,-0.00014677214221592294,-0.0001082681342268188,-0.00014677214221592294,0.0,0.0,[],0.01,-60,-60,0.0
