sigma_v_mu,sigma_v_a,sigma_p,sigma_mu,attractor_active,beta,sp_active,sp_noise_variance
3000.0,1000.0,1,3000.0,0,0.01,1,0
Iteration,A_Shoulder,A_Elbow,A_dot_Shoulder,A_dot_Elbow,mu_Shoulder,mu_Elbow,sp_Shoulder,sp_Elbow,Ev attr,beta,last_vt,last_tt,cartesian_distance
0,-3.526369691826403e-06,-5.505331137101166e-07,-0.00017631848459132016,-2.752665568550583e-05,-0.00017631848459132016,-2.752665568550583e-05,0.0,0.0,[],0.01,-60,-60,0.13442126
1,-1.0506674007046968e-05,-1.6405964561272414e-06,-0.00034901521576102823,-5.450316712085623e-05,-0.00034901521576102823,-5.450316712085623e-05,0.0,0.0,[],0.01,-60,-60,0.13442126
2,-2.087541070068255e-05,-3.259086297475733e-06,-0.0005184368346817791,-8.092449206742458e-05,-0.0005184368346817791,-8.092449206742458e-05,0.0,0.0,[],0.01,-60,-60,0.13442126
3,-3.4561489010229706e-05,-5.395399675762746e-06,-0.0006843039154773578,-0.00010681566891435068,-0.0006843039154773578,-0.00010681566891435068,0.0,0.0,[],0.01,-60,-60,0.13442126
4,-5.149530799826607e-05,-8.039146341616287e-06,-0.0008466909494018182,-0.00013218733329267707,-0.0008466909494018182,-0.00013218733329267707,0.0,0.0,[],0.01,-60,-60,0.13442126
5,-7.1661667607259e-05,-1.1178545428265352e-05,-0.0010083179804496467,-0.0001569699543324532,-0.0010083179804496467,-0.0001569699543324532,0.0,0.0,[],0.01,-60,-60,0.13442126
6,-9.495688835158944e-05,-1.4800519093114417e-05,-0.0011647610372165218,-0.00018109868324245326,-0.0011647610372165218,-0.00018109868324245326,0.0,0.0,[],0.01,-60,-60,0.13442126
7,-0.00012131535273510962,-1.889538525574608e-05,-0.0013179232191760093,-0.00020474330813158303,-0.0013179232191760093,-0.00020474330813158303,0.0,0.0,[],0.01,-60,-60,0.13442126
8,-0.00015067273488966748,-2.345365759538254e-05,-0.0014678691077278927,-0.000227913616981823,-0.0014678691077278927,-0.000227913616981823,0.0,0.0,[],0.01,-60,-60,0.13442126
9,-0.00018295239307917655,-2.8461270849220457e-05,-0.0016139829094754532,-0.00025038066269189585,-0.0016139829094754532,-0.00025038066269189585,0.0,0.0,[],0.01,-60,-60,0.13442126
10,-0.00021809541154652835,-3.390914571355097e-05,-0.0017571509233675897,-0.00027239374321652576,-0.0017571509233675897,-0.00027239374321652576,0.0,0.0,[],0.01,-60,-60,0.13442126
11,-0.0002560417543281801,-3.978845041274326e-05,-0.0018973171390825883,-0.00029396523495961446,-0.0018973171390825883,-0.00029396523495961446,0.0,0.0,[],0.01,-60,-60,0.13442126
12,-0.0002966694120550528,-4.611095610016492e-05,-0.0020313828863436356,-0.00031612528437108267,-0.0020313828863436356,-0.00031612528437108267,0.0,0.0,[],0.01,-60,-60,0.13442126
13,-0.0003399212987278588,-5.2867774611513604e-05,-0.0021625943336402997,-0.00033784092556743417,-0.0021625943336402997,-0.00033784092556743417,0.0,0.0,[],0.01,-60,-60,0.13442126
14,-0.0003857254883041605,-6.0048141203878924e-05,-0.002290209478815086,-0.00035901832961826585,-0.002290209478815086,-0.00035901832961826585,0.0,0.0,[],0.01,-60,-60,0.13442126
15,-0.00043405857315519824,-6.764335797925015e-05,-0.0024166542425518855,-0.00037976083876856137,-0.0024166542425518855,-0.00037976083876856137,0.0,0.0,[],0.01,-60,-60,0.13442126
16,-0.0004848351460532285,-7.56429328248487e-05,-0.002538828644901514,-0.00039997874227992725,-0.002538828644901514,-0.00039997874227992725,0.0,0.0,[],0.01,-60,-60,0.13442126
17,-0.0005380040848103817,-8.403906380408445e-05,-0.0026584469378576614,-0.0004198065489617875,-0.0026584469378576614,-0.0004198065489617875,0.0,0.0,[],0.01,-60,-60,0.13442126
18,-0.0005935174848127644,-9.282377155614088e-05,-0.002775670000119135,-0.000439235387602821,-0.002775670000119135,-0.000439235387602821,0.0,0.0,[],0.01,-60,-60,0.13442126
19,-0.0006513000529957935,-0.00010198921714618339,-0.0028891284091514535,-0.00045827227950212546,-0.0028891284091514535,-0.00045827227950212546,0.0,0.0,[],0.01,-60,-60,0.13442126
