sigma_v_mu,sigma_v_a,sigma_p,sigma_mu,attractor_active,beta,sp_active,sp_noise_variance
10000.0,1000.0,1,5000.0,1,1,1,0
Iteration,A_Shoulder,A_Elbow,A_dot_Shoulder,A_dot_Elbow,mu_Shoulder,mu_Elbow,sp_Shoulder,sp_Elbow,Ev attr,beta,last_vt,last_tt,cartesian_distance,rubb_Shoulder,rubb_Elbow
0,-0.002099544294178486,-9.865680942311883e-05,-0.1049772147089243,-0.0049328404711559415,-0.005106771364808083,-0.0015965952770784497,0.0,0.0,[0.04622765],1,-60,-60,0.1454816,-12.311983,-17.28808
1,-0.004577156941086287,-0.00022825970288522512,-0.12388063234539004,-0.006480144673105315,-0.00935788406059146,-0.0031642012763768435,-4.1990882891695946e-05,-1.9731362499442184e-06,[0.04622183],1,-60,-60,0.14548111,-12.311983,-17.28808
2,-0.00728139063474373,-0.00038706464707047414,-0.13521168468287215,-0.007940247209262452,-0.013678489252924919,-0.004638634156435728,-0.00013353402027860284,-6.538330126204528e-06,[0.04621704],1,-60,-60,0.14548059,-12.311983,-17.28808
3,-0.010259063566481928,-0.0005722793099403134,-0.1488836465869099,-0.009260733143491962,-0.017483213916420937,-0.006078127888031304,-0.0002791618462651968,-1.4279622519097757e-05,[0.04621232],1,-60,-60,0.14547956,-12.311983,-17.28808
4,-0.013673257843620378,-0.0007898268689814358,-0.17070971385692246,-0.010877377952056122,-0.02139186393469572,-0.0075029031140729785,-0.000484343123389408,-2.572520861576777e-05,[0.04620793],1,-60,-60,0.14547805,-12.311983,-17.28808
5,-0.01733180953495321,-0.001034527374699792,-0.1829275845666416,-0.0122350252859178,-0.024636805756017566,-0.008868183707818389,-0.0007578082731924951,-4.152174369664863e-05,[0.04620338],1,-60,-60,0.14547606,-12.311983,-17.28808
6,-0.021293357269169068,-0.0013070850530993994,-0.19807738671079278,-0.013627883919980377,-0.028087637154385448,-0.010196634917519987,-0.0011044444981962442,-6.221228977665305e-05,[0.04619948],1,-60,-60,0.14547399,-12.311983,-17.28808
7,-0.025469762804714267,-0.001603734813666051,-0.20882027677726,-0.014832488028332591,-0.031535298097878695,-0.011506443959660828,-0.0015303116524592042,-8.835399057716131e-05,[0.04619529],1,-60,-60,0.14547049,-12.311983,-17.28808
8,-0.029922746537049537,-0.0019229816065990234,-0.22264918661676347,-0.015962339646648616,-0.034423804143443704,-0.012767103500664234,-0.00203970680013299,-0.00012042868183925748,[0.04619107],1,-60,-60,0.14546697,-12.311983,-17.28808
9,-0.03446699662672473,-0.002267608088127417,-0.2272125044837594,-0.017231324076419696,-0.037363441195338964,-0.013998038950376213,-0.0026381616480648518,-0.00015888831694610417,[0.04618752],1,-60,-60,0.14546242,-12.311983,-17.28808
