sigma_v_mu,sigma_v_a,sigma_p,sigma_mu,attractor_active,beta,sp_active,sp_noise_variance
10000.0,1000.0,1,5000.0,1,1,1,0
Iteration,A_Shoulder,A_Elbow,A_dot_Shoulder,A_dot_Elbow,mu_Shoulder,mu_Elbow,sp_Shoulder,sp_Elbow,Ev attr,beta,last_vt,last_tt,cartesian_distance,rubb_Shoulder,rubb_Elbow
0,-0.00036753837019205094,0.00030128648038953544,-0.018376918509602547,0.015064324019476771,-0.03224853426218033,-0.001821399899199605,0.0,0.0,[0.02456743],1,-60,-60,0.04419602,-4.4770823,-4.093152
1,-0.014399155847240764,0.00017962007405003533,-0.7015808738524356,-0.006083320316975005,-0.06116510555148125,-0.00334645330440253,-7.350767191383056e-06,6.025729817338288e-06,[0.02439069],1,-60,-60,0.044196,-4.4770823,-4.093152
2,-0.0356356906678775,-1.4037369383004274e-05,-1.0618267410318367,-0.00968287217165198,-0.07627191953361034,-0.004269767028745264,-0.0002953338553197682,9.618131116440054e-06,[0.02421678],1,-60,-60,0.044193882,-4.4770823,-4.093152
3,-0.05759233494962246,-5.458837900732762e-05,-1.0978322140872478,-0.002027550481216167,-0.08933296333998442,-0.0054531568312086165,-0.0010080477222800255,9.337383744423278e-06,[0.02413596],1,-60,-60,0.044188563,-4.4770823,-4.093152
4,-0.07769486257548125,-7.867093809181835e-06,-1.0051263812929392,0.002336064259907289,-0.10715159308165312,-0.007007440028246492,-0.0021598944440484047,8.245616299973335e-06,[0.02406315],1,-60,-60,0.044180036,-4.4770823,-4.093152
5,-0.09872375241222472,2.0323407079558703e-06,-1.0514444918371737,0.0004949717258568853,-0.12236854061484337,-0.008382318017538637,-0.003713791724294424,8.08827462606132e-06,[0.02396444],1,-60,-60,0.044168793,-4.4770823,-4.093152
6,-0.1211300088346252,-2.8327984546194797e-05,-1.1203128211200237,-0.0015180162627075333,-0.13125034980475903,-0.009949180472176522,-0.005688266828656197,8.128921763272956e-06,[0.0238867],1,-60,-60,0.044153936,-4.4770823,-4.093152
7,-0.14394894554021448,-7.050755466480052e-06,-1.1409468352794647,0.0010638614539857372,-0.1455983677878976,-0.011710525897797197,-0.008110866881906986,7.56236204324523e-06,[0.023841],1,-60,-60,0.04413583,-4.4770823,-4.093152
8,-0.16638000058683247,-4.9229843534703844e-05,-1.1215527523308992,-0.0021089544034111896,-0.15645961742848158,-0.013446994998957962,-0.010989845730364323,7.421346708724741e-06,[0.02376189],1,-60,-60,0.04411406,-4.4770823,-4.093152
9,-0.1894251173988232,-0.0001536799002406042,-1.152255840599537,-0.005222502835295018,-0.1678009033203125,-0.015318703197408468,-0.014317445456981659,6.436750027205562e-06,[0.02370619],1,-60,-60,0.04408906,-4.4770823,-4.093152
10,-0.214224926575298,-0.00030983962890786644,-1.2399904588237405,-0.007807986433363112,-0.17969043087214231,-0.017065924068447202,-0.018105948343873024,3.3631522455834784e-06,[0.02364141],1,-60,-60,0.044061378,-4.4770823,-4.093152
11,-0.24003502950745315,-0.0007059367956389906,-1.2905051466077566,-0.019804858336556208,-0.18783062510192394,-0.018328612961340696,-0.022390447556972504,-2.8336403374851216e-06,[0.02357887],1,-60,-60,0.04402944,-4.4770823,-4.093152
12,-0.26388472628521414,-0.0011285169369875802,-1.1924848388880491,-0.021129007067429484,-0.19815370254218578,-0.019553419260773808,-0.027191147208213806,-1.6952375517576e-05,[0.02353686],1,-60,-60,0.043993328,-4.4770823,-4.093152
13,-0.2841090636208901,-0.0014859679520668578,-1.0112168667837977,-0.01787255075396388,-0.21238598506897688,-0.02098681655479595,-0.03246884047985077,-3.952271435991861e-05,[0.023482],1,-60,-60,0.043953974,-4.4770823,-4.093152
14,-0.30643410923632475,-0.0018459968392926383,-1.1162522807717323,-0.018001444361289032,-0.22313681617379189,-0.022384213109035045,-0.03815102204680443,-6.92420726409182e-05,[0.02341149],1,-60,-60,0.043911986,-4.4770823,-4.093152
15,-0.32804579485880825,-0.0021951928829730604,-1.0805842811241746,-0.0174598021840211,-0.23431032989174128,-0.023909443465527147,-0.04427970200777054,-0.00010616201325319707,[0.02335903],1,-60,-60,0.043866307,-4.4770823,-4.093152
16,-0.3492072890393684,-0.0024851723866959217,-1.0580747090280056,-0.01449897518614307,-0.24348419532179832,-0.025373787677381188,-0.05084061622619629,-0.00015006586909294128,[0.02330433],1,-60,-60,0.04381745,-4.4770823,-4.093152
17,-0.37025026245715714,-0.002747829101754178,-1.0521486708894372,-0.013132835752912797,-0.2545732269063592,-0.026884297549258918,-0.0578247606754303,-0.00019976931798737496,[0.02326254],1,-60,-60,0.043765422,-4.4770823,-4.093152
18,-0.3922439301453779,-0.0029539750713229295,-1.099683384411037,-0.010307298478437588,-0.268984111957252,-0.028691313520539552,-0.06522976607084274,-0.00025472589186392725,[0.02320274],1,-60,-60,0.043710247,-4.4770823,-4.093152
19,-0.4161346290327857,-0.003342240315869276,-1.194534944370389,-0.01941326222731732,-0.27709447778761387,-0.03032091964269057,-0.07307464629411697,-0.00031380538712255657,[0.02312505],1,-60,-60,0.04365189,-4.4770823,-4.093152
20,-0.4403101657305161,-0.003793843389612448,-1.208776834886521,-0.0225801536871586,-0.2848377707414329,-0.031730519083794206,-0.08139733970165253,-0.00038065019180066884,[0.02308578],1,-60,-60,0.043589853,-4.4770823,-4.093152
21,-0.4631680730238805,-0.004189083067358297,-1.1428953646682203,-0.019761983887292445,-0.29597066482529044,-0.03310104907723144,-0.09020354598760605,-0.0004565270501188934,[0.02304881],1,-60,-60,0.043524165,-4.4770823,-4.093152
22,-0.485808191147844,-0.004659694220063102,-1.1320059061981738,-0.023530557635240257,-0.3109998912550509,-0.03437106864294037,-0.09946690499782562,-0.00054030871251598,[0.02298798],1,-60,-60,0.04345526,-4.4770823,-4.093152
23,-0.5086773278445254,-0.005174169985002664,-1.143456834834069,-0.025723788246978074,-0.32000089762732387,-0.03543542750412598,-0.10918306559324265,-0.0006335026118904352,[0.02290887],1,-60,-60,0.043383196,-4.4770823,-4.093152
24,-0.5314112360377112,-0.005796777044779447,-1.1366954096592963,-0.03113035298883915,-0.3311325334943831,-0.03644406812964007,-0.11935660988092422,-0.0007369859958998859,[0.02286313],1,-60,-60,0.043307472,-4.4770823,-4.093152
25,-0.55329762975427,-0.00627377658023761,-1.0943196858279407,-0.02384997677290812,-0.34440484596416354,-0.03780520620057359,-0.12998484075069427,-0.000852921511977911,[0.02280462],1,-60,-60,0.04322859,-4.4770823,-4.093152
26,-0.5748181894023219,-0.007019699148258952,-1.076027982402593,-0.03729612840106711,-0.35809572832658887,-0.038857109437230974,-0.141050785779953,-0.0009783970890566707,[0.02273354],1,-60,-60,0.043146107,-4.4770823,-4.093152
27,-0.5974973370947191,-0.007810591764173296,-1.1339573846198618,-0.03954463079571724,-0.3750502155162394,-0.03981275507248938,-0.15254715085029602,-0.0011187910567969084,[0.02265434],1,-60,-60,0.043060496,-4.4770823,-4.093152
28,-0.6234906617526212,-0.008934925205430773,-1.299666232895106,-0.05621667206287384,-0.38529743952676654,-0.04081420029979199,-0.16449709236621857,-0.001275002839975059,[0.02256117],1,-60,-60,0.042972207,-4.4770823,-4.093152
29,-0.6503407017022619,-0.010142600617728021,-1.3425019974820316,-0.06038377061486244,-0.3932015891186893,-0.04149414971470833,-0.17696690559387207,-0.0014537014067173004,[0.02250546],1,-60,-60,0.042879775,-4.4770823,-4.093152
30,-0.6762929104056457,-0.011304018733681006,-1.2976104351691902,-0.058070905797649175,-0.4020182224921882,-0.04206120868911967,-0.18997371196746826,-0.001656553358770907,[0.0224632],1,-60,-60,0.04278272,-4.4770823,-4.093152
31,-0.7010782553695389,-0.012451503696975124,-1.2392672481946647,-0.05737424816470593,-0.41327038733288646,-0.042558901477605104,-0.20349957048892975,-0.0018826337764039636,[0.02241623],1,-60,-60,0.0426825,-4.4770823,-4.093152
32,-0.7241912658114233,-0.013383542502888304,-1.15565052209422,-0.046601940295659006,-0.427976097445935,-0.043223261716775596,-0.21752113103866577,-0.002131663728505373,[0.02235513],1,-60,-60,0.04257819,-4.4770823,-4.093152
33,-0.7460304765656838,-0.014352187549120573,-1.091960537713021,-0.04843225231161341,-0.44368839589878917,-0.04403207445284352,-0.23200495541095734,-0.0023993346840143204,[0.02227179],1,-60,-60,0.04247075,-4.4770823,-4.093152
34,-0.769159932189832,-0.015432259290137154,-1.1564727812074125,-0.05400358705082908,-0.455832430627197,-0.04459525557467714,-0.24692556262016296,-0.0026863785460591316,[0.02218274],1,-60,-60,0.042360183,-4.4770823,-4.093152
