sigma_v_mu,sigma_v_a,sigma_p,sigma_mu,attractor_active,beta,sp_active,sp_noise_variance
10000.0,1000.0,1,5000.0,1,1,1,0
Iteration,A_Shoulder,A_Elbow,A_dot_Shoulder,A_dot_Elbow,mu_Shoulder,mu_Elbow,sp_Shoulder,sp_Elbow,Ev attr,beta,last_vt,last_tt,cartesian_distance,rubb_Shoulder,rubb_Elbow
0,0.0003558612894266844,0.0002880038134753704,0.01779306447133422,0.01440019067376852,0.003922125790268183,-0.0024854717776179314,0.0,0.0,[0.04622124],1,-60,-60,0.15171565,-16.722982,-8.214051
1,0.0026662019116247392,0.0004750563654124562,0.11551703110990275,0.00935262759685429,0.005082322051748633,-0.004944996675476432,7.117225777619751e-06,5.760076419392135e-06,[0.04621805],1,-60,-60,0.15171565,-16.722982,-8.214051
2,0.005454648129589259,0.0006152988285430183,0.139422310898226,0.007012123156528105,0.005038768726080889,-0.007361866999417543,6.044126348569989e-05,1.5261202861438505e-05,[0.04621667],1,-60,-60,0.15171619,-16.722982,-8.214051
3,0.008083360080045168,0.0007489794220782641,0.13143559752279543,0.006684029676762293,0.005169986023247475,-0.00974524742923677,0.00016953423619270325,2.7567179131438024e-05,[0.04621587],1,-60,-60,0.15171726,-16.722982,-8.214051
4,0.01079493489952256,0.0008067197594391473,0.13557874097386957,0.0028870168680441566,0.005066809684649343,-0.012068345211446285,0.00033120144507847726,4.254676605341956e-05,[0.04621501],1,-60,-60,0.15171838,-16.722982,-8.214051
5,0.013463582445392603,0.0007940468589549709,0.1334323772935022,-0.0006336450242088176,0.005150624074303778,-0.014286850346252322,0.0005471001495607197,5.868115840712562e-05,[0.04621427],1,-60,-60,0.15172014,-16.722982,-8.214051
6,0.016159995716307093,0.0007283780620673496,0.13482066354572453,-0.003283439844381064,0.005161767535355466,-0.01638128445483744,0.0008163717575371265,7.45620927773416e-05,[0.04621351],1,-60,-60,0.15172245,-16.722982,-8.214051
7,0.01883915234046981,0.0006040431179462756,0.13395783120813576,-0.006216747206053697,0.005128059322487388,-0.018398857908323407,0.0011395716574043036,8.912965131457895e-05,[0.04621283],1,-60,-60,0.15172522,-16.722982,-8.214051
8,0.020503121707197352,0.0003787707537594541,0.08319846833637712,-0.011263618209341075,0.006290041511419986,-0.02035051491111517,0.0015163547359406948,0.00010121051309397444,[0.04621219],1,-60,-60,0.15172823,-16.722982,-8.214051
9,0.022046322419764692,0.0001053655613395675,0.07716003562836704,-0.01367025962099433,0.007633663849446748,-0.022229721304029226,0.0019264172296971083,0.00010878592729568481,[0.04621103],1,-60,-60,0.15173157,-16.722982,-8.214051
10,0.024163592595514274,-0.0002280606671229181,0.10586350878747908,-0.01667131142312428,0.008832187410916958,-0.02400948212016374,0.0023673437535762787,0.00011089324107160792,[0.04620978],1,-60,-60,0.15173474,-16.722982,-8.214051
11,0.026348331671497364,-0.0006801189665384301,0.10923695379915443,-0.0226029149707756,0.009551725602250372,-0.025638329098001122,0.0028506156522780657,0.0001063320305547677,[0.04620863],1,-60,-60,0.15173917,-16.722982,-8.214051
12,0.028814858349478528,-0.001176152819516574,0.12332633389905823,-0.024801692648907192,0.01031920892000926,-0.027197608025744557,0.003377582412213087,9.272964962292463e-05,[0.04620779],1,-60,-60,0.15174332,-16.722982,-8.214051
13,0.030640165476715994,-0.001551816988776409,0.09126535636187327,-0.01878320846299175,0.011417832419283513,-0.028856344055384398,0.003953879699110985,6.920659507159144e-05,[0.04620695],1,-60,-60,0.15174803,-16.722982,-8.214051
14,0.032902614379572696,-0.001977459077297681,0.1131224451428352,-0.021282104426063597,0.012824627648114983,-0.030515804537571967,0.00456668296828866,3.817025572061539e-05,[0.04620591],1,-60,-60,0.15175286,-16.722982,-8.214051
15,0.03587406559842748,-0.002450526221055043,0.14857256094273907,-0.023653357187868096,0.014012543096214358,-0.03209559107199311,0.005224735476076603,-1.3789249351248145e-06,[0.04620461],1,-60,-60,0.15175825,-16.722982,-8.214051
