sigma_v_mu,sigma_v_a,sigma_p,sigma_mu,attractor_active,beta,sp_active,sp_noise_variance
10000.0,1000.0,1,5000.0,1,1,1,0
Iteration,A_Shoulder,A_Elbow,A_dot_Shoulder,A_dot_Elbow,mu_Shoulder,mu_Elbow,sp_Shoulder,sp_Elbow,Ev attr,beta,last_vt,last_tt,cartesian_distance,rubb_Shoulder,rubb_Elbow
0,-0.0024852760136127475,-7.746933493763209e-05,-0.12426380068063736,-0.003873466746881604,-0.0243934765458107,-0.0005372259765863419,0.0,0.0,[0.04168854],1,-60,-60,0.09797042,-8.123518,15.683806
1,-0.006840948371318519,-0.0001602361714935796,-0.21778361788528855,-0.004138341827797376,-0.04767310433089733,-0.0009468792413827032,-4.970551890437491e-05,-1.5493866385440924e-06,[0.04159024],1,-60,-60,0.0979702,-8.123518,15.683806
2,-0.013001004680336338,-0.00024225001543300097,-0.3080028154508909,-0.0041006921969710675,-0.06824644654989243,-0.0012627359537873417,-0.00018652448488865048,-4.7541102503601e-06,[0.04149362],1,-60,-60,0.097969644,-8.123518,15.683806
3,-0.021007559046192913,-0.00033383052683120694,-0.40032771829282865,-0.0045790255699103,-0.08844389766454697,-0.0014739401958649978,-0.00044654455268755555,-9.599110853741877e-06,[0.04140826],1,-60,-60,0.09796852,-8.123518,15.683806
4,-0.03042947707632266,-0.00042339773240883003,-0.4710959015064873,-0.004478360278881155,-0.10598867759108543,-0.0016163137333933264,-0.000866695714648813,-1.627572055440396e-05,[0.04132403],1,-60,-60,0.09796667,-8.123518,15.683806
5,-0.04083239692197822,-0.0004987364554085616,-0.520145992282778,-0.0037669361499865772,-0.12184666655957699,-0.001707589217403438,-0.0014752852730453014,-2.474367465765681e-05,[0.04125446],1,-60,-60,0.09796374,-8.123518,15.683806
6,-0.05253910152176105,-0.000599758775567807,-0.5853352299891412,-0.005051116007962264,-0.1362507250159979,-0.0017917895384016447,-0.0022919331677258015,-3.47184031852521e-05,[0.04119111],1,-60,-60,0.0979602,-8.123518,15.683806
7,-0.06519121339479171,-0.0006931995427999028,-0.6326055936515331,-0.004672038361604791,-0.1500006401911378,-0.0018596628797240555,-0.0033427150920033455,-4.671357601182535e-05,[0.04113419],1,-60,-60,0.09795551,-8.123518,15.683806
8,-0.07849048405820214,-0.0008072998205147998,-0.6649635331705213,-0.005705013885744847,-0.16254632640630007,-0.0019649774112622254,-0.0046465396881103516,-6.057756399968639e-05,[0.04107977],1,-60,-60,0.09794949,-8.123518,15.683806
9,-0.09246324144238316,-0.0009117599605065153,-0.6986378692090511,-0.0052230069995857775,-0.1750176828354597,-0.002063297768472694,-0.006216349080204964,-7.672356150578707e-05,[0.04103079],1,-60,-60,0.09794251,-8.123518,15.683806
10,-0.10698075974294625,-0.0010093339620630105,-0.7258759150281549,-0.00487870007782476,-0.1858637072145939,-0.0021750398591393605,-0.00806561391800642,-9.495876292930916e-05,[0.04098188],1,-60,-60,0.09793425,-8.123518,15.683806
11,-0.12193111149528704,-0.0011074190425983943,-0.7475175876170397,-0.004904254026769195,-0.1953050708398223,-0.0022922448260942474,-0.010205228812992573,-0.00011514544166857377,[0.04094113],1,-60,-60,0.09792469,-8.123518,15.683806
12,-0.13696826891908132,-0.001205425558071056,-0.7518578711897135,-0.004900325773633085,-0.20405063219368458,-0.0024450853088637814,-0.012643851339817047,-0.00013729382771998644,[0.04090661],1,-60,-60,0.097913824,-8.123518,15.683806
