sigma_v_mu,sigma_v_a,sigma_p,sigma_mu,attractor_active,beta,sp_active,sp_noise_variance
10000.0,1000.0,1,5000.0,1,1,1,0
Iteration,A_Shoulder,A_Elbow,A_dot_Shoulder,A_dot_Elbow,mu_Shoulder,mu_Elbow,sp_Shoulder,sp_Elbow,Ev attr,beta,last_vt,last_tt,cartesian_distance,rubb_Shoulder,rubb_Elbow
0,-0.0019033059105277063,-0.00010148101719096304,-0.09516529552638531,-0.0050740508595481515,0.00470503605902195,-0.0017378131160512567,0.0,0.0,[0.05046808],1,-60,-60,0.12513724,14.240909,10.741018
1,-0.0034769867327122486,-0.00023750306734200423,-0.07868404110922711,-0.006801102507552059,0.009075638838112354,-0.0034326426684856415,-3.806611493928358e-05,-2.029620418397826e-06,[0.05046565],1,-60,-60,0.12513772,14.240909,10.741018
2,-0.004687285906111356,-0.00040435242622606895,-0.06051495866995538,-0.008342467944203236,0.012915314175188541,-0.0050823051715269685,-0.00010760584700619802,-6.779681825719308e-06,[0.05046349],1,-60,-60,0.12513775,14.240909,10.741018
3,-0.005597802402044182,-0.0006012560926092192,-0.045525824796641245,-0.009845183319157513,0.016461635241284966,-0.006708932458423078,-0.00020135156228207052,-1.4866730452922639e-05,[0.05046157],1,-60,-60,0.12513871,14.240909,10.741018
4,-0.006223386122437661,-0.0008250439683388322,-0.031279186019673944,-0.01118939378648065,0.019209472695365548,-0.008297588676214218,-0.00031330762431025505,-2.6891852030530572e-05,[0.05045986],1,-60,-60,0.12513922,14.240909,10.741018
5,-0.006590203868981918,-0.0010821539244125233,-0.01834088732721284,-0.012855497803684557,0.022195879835635424,-0.00979920057579875,-0.00043777533574029803,-4.3392730731284246e-05,[0.05045841],1,-60,-60,0.1251402,14.240909,10.741018
6,-0.00670770734344842,-0.0013671497515088049,-0.005875173723325133,-0.014249791354814079,0.02501851972192526,-0.011291844653896987,-0.0005695794243365526,-6.503580516437069e-05,[0.05045686],1,-60,-60,0.12514119,14.240909,10.741018
7,-0.006557237085944508,-0.0016827753471943651,0.007523512875195593,-0.015781279784278013,0.027418757090345025,-0.012756539857946336,-0.0007037335890345275,-9.23788029467687e-05,[0.05045535],1,-60,-60,0.12514217,14.240909,10.741018
8,-0.006233056936471258,-0.0020273633621900444,0.016209007473662496,-0.017229400749783963,0.029607442673295736,-0.014183399733155966,-0.0008348783012479544,-0.00012603431241586804,[0.0504541],1,-60,-60,0.12514368,14.240909,10.741018
9,-0.005777841584349517,-0.002401602107324834,0.02276076760608703,-0.018711937256739475,0.031700223218649626,-0.015577985672280192,-0.0009595394367352128,-0.00016658157983329147,[0.05045292],1,-60,-60,0.12514466,14.240909,10.741018
10,-0.0051715919692651375,-0.002801916803923632,0.030312480754218996,-0.020015734829939902,0.03376344218850136,-0.01695659663528204,-0.0010750963119789958,-0.0002146136248484254,[0.05045173],1,-60,-60,0.12514563,14.240909,10.741018
11,-0.004394358891586308,-0.003226786908685426,0.03886165388394147,-0.02124350523808971,0.03575342730619013,-0.018295111018233,-0.001178528182208538,-0.0002706519444473088,[0.05045049],1,-60,-60,0.1251461,14.240909,10.741018
12,-0.003375290866533761,-0.003678637082098248,0.05095340125262737,-0.02259250867064111,0.03720838844310492,-0.01957877236418426,-0.0012664153473451734,-0.00033518768032081425,[0.05044936],1,-60,-60,0.12514707,14.240909,10.741018
13,-0.00224101144965971,-0.004158332084530229,0.056713970843702555,-0.023984750121599063,0.03860692633315921,-0.02085027936846018,-0.0013339212164282799,-0.00040876041748560965,[0.05044848],1,-60,-60,0.12514755,14.240909,10.741018
14,-0.0009458698987145917,-0.004660776993018771,0.0647570775472559,-0.025122245424427092,0.039375864143949,-0.022053213557228446,-0.0013787414645776153,-0.0004919270286336541,[0.05044768],1,-60,-60,0.12514849,14.240909,10.741018
15,0.00041198232996975917,-0.005185344511169205,0.06789261143421754,-0.026228375907521695,0.04007351183099672,-0.023236483801156282,-0.0013976588379591703,-0.0005851425812579691,[0.05044713],1,-60,-60,0.12514848,14.240909,10.741018
16,0.0018314881340484126,-0.005731336785006533,0.07097529020393267,-0.027299613691866398,0.04050905449548736,-0.024404278257861733,-0.0013894191943109035,-0.0006888494826853275,[0.05044662],1,-60,-60,0.12514892,14.240909,10.741018
17,0.0032920709796599103,-0.006298895874983827,0.07302914228057489,-0.02837795449886471,0.04096494783880189,-0.02555031597148627,-0.001352789462544024,-0.0008034761995077133,[0.0504462],1,-60,-60,0.12514883,14.240909,10.741018
18,0.004795210677257272,-0.0068881892678246005,0.0751569848798681,-0.029464669642038643,0.0412552357011009,-0.026646811165846884,-0.001286948099732399,-0.0009294541087001562,[0.05044578],1,-60,-60,0.12514883,14.240909,10.741018
19,0.006323004929872695,-0.007497067550189058,0.0763897126307711,-0.030443914118222892,0.041526168351992965,-0.027722422149963677,-0.00119104387704283,-0.001067217905074358,[0.05044542],1,-60,-60,0.12514825,14.240909,10.741018
20,0.007816347113985102,-0.008128626307930062,0.07466710920562036,-0.03157793788705021,0.04178618817240931,-0.02877154981251806,-0.00106458377558738,-0.0012171592097729445,[0.05044508],1,-60,-60,0.12514816,14.240909,10.741018
21,0.009370976850914302,-0.008783328212789456,0.07773148684646003,-0.03273509524296969,0.0424940763914492,-0.02985492581501603,-0.0009082568576559424,-0.0013797316933050752,[0.05044473],1,-60,-60,0.12514761,14.240909,10.741018
22,0.010963314715481828,-0.00945596450566427,0.07961689322837628,-0.033631814643740654,0.043087813042802736,-0.030920461867935956,-0.0007208373281173408,-0.001555398222990334,[0.05044421],1,-60,-60,0.12514701,14.240909,10.741018
23,0.012599848282116,-0.010146611720315378,0.08182667833170854,-0.03453236073255539,0.04378496951540001,-0.031997935264371336,-0.0005015710485167801,-0.0017445174744352698,[0.05044373],1,-60,-60,0.12514596,14.240909,10.741018
24,0.014291380620270501,-0.010854520749758196,0.08457661690772511,-0.03539545147214085,0.04455030782264657,-0.03306637273635715,-0.00024957407731562853,-0.001947449753060937,[0.05044318],1,-60,-60,0.12514487,14.240909,10.741018
25,0.01601801877754042,-0.01157962027796657,0.08633190786349587,-0.03625497641041875,0.04556116755702533,-0.03411243692971766,3.625353565439582e-05,-0.0021645401138812304,[0.0504426],1,-60,-60,0.1251433,14.240909,10.741018
26,0.017822270570031832,-0.012320252525146317,0.09021258962457068,-0.03703161235898733,0.04706396328401752,-0.03512854431755841,0.00035661389119923115,-0.0023961325641721487,[0.05044186],1,-60,-60,0.12514168,14.240909,10.741018
27,0.019730056191619952,-0.013074708495746564,0.09538928107940592,-0.03772279853001237,0.04830223534372635,-0.03612508368678391,0.0007130593294277787,-0.0026425377000123262,[0.05044084],1,-60,-60,0.12514009,14.240909,10.741018
28,0.021741369234805463,-0.013844262357793015,0.10056565215927549,-0.03847769310232252,0.049406211968744174,-0.03713044326286763,0.0011076604714617133,-0.00290403189137578,[0.05043999],1,-60,-60,0.12513794,14.240909,10.741018
29,0.023748115789203442,-0.014634404710718628,0.1003373277198989,-0.039507117646280676,0.050736590317683294,-0.038106249005068094,0.0015424878802150488,-0.0031809171196073294,[0.05043919],1,-60,-60,0.12513582,14.240909,10.741018
30,0.02572067975968821,-0.01543831968772338,0.09862819852423854,-0.04019574885023758,0.05243135479395278,-0.03906874492531642,0.002017450286075473,-0.0034736052621155977,[0.05043822],1,-60,-60,0.12513326,14.240909,10.741018
31,0.027885332780715547,-0.01625640558520445,0.1082326510513667,-0.04090429487405345,0.053980674740159884,-0.04001279961084947,0.002531863749027252,-0.0037823717575520277,[0.05043699],1,-60,-60,0.12513058,14.240909,10.741018
32,0.030162216883327347,-0.017072637604774173,0.11384420513059013,-0.04081160097848624,0.054925770935369655,-0.040950320078991354,0.003089570440351963,-0.004107499960809946,[0.0504359],1,-60,-60,0.12512796,14.240909,10.741018
33,0.032346579117293,-0.017908358787876753,0.10921811169828288,-0.041786059155128896,0.05603990351664834,-0.04188162868376821,0.0036928148474544287,-0.004448952618986368,[0.05043519],1,-60,-60,0.12512432,14.240909,10.741018
34,0.03462137168593472,-0.018758338200618712,0.11373962843208574,-0.042498970637097955,0.05704177086590789,-0.042795908404514194,0.0043397461995482445,-0.004807119723409414,[0.05043438],1,-60,-60,0.12512118,14.240909,10.741018
35,0.03698524870240362,-0.019617959065121798,0.11819385082344525,-0.04298104322515428,0.05814467414165847,-0.043666728073731065,0.005032173823565245,-0.005182286258786917,[0.05043363],1,-60,-60,0.1251175,14.240909,10.741018
36,0.039424126959347626,-0.020487045913228034,0.12194391284720041,-0.04345434240531176,0.05907365950406529,-0.04454608296509832,0.005771878641098738,-0.005574645474553108,[0.05043285],1,-60,-60,0.12511286,14.240909,10.741018
37,0.041895347077224865,-0.021364937361554443,0.12356100589386187,-0.04389457241632044,0.059881159890210256,-0.045440783025696874,0.006560361012816429,-0.005984386429190636,[0.05043214],1,-60,-60,0.12510872,14.240909,10.741018
38,0.0444209139488521,-0.022250185661009714,0.1262783435813617,-0.04426241497276351,0.06060327679733746,-0.046331821649800986,0.007398268207907677,-0.0064116851426661015,[0.0504315],1,-60,-60,0.12510403,14.240909,10.741018
39,0.0469891826462117,-0.023144685799247788,0.12841343486797996,-0.04472500691190362,0.061280948837520555,-0.047210575081408024,0.00828668661415577,-0.006856688763946295,[0.05043091],1,-60,-60,0.12509933,14.240909,10.741018
40,0.04946961422188906,-0.02405687414085606,0.12402157878386788,-0.04560941708041355,0.06181448997813277,-0.04807643796084449,0.00922647025436163,-0.007319582626223564,[0.05043035],1,-60,-60,0.12509418,14.240909,10.741018
41,0.05197755150642479,-0.024976977492674458,0.12539686422678642,-0.04600516759091988,0.06225460089626722,-0.04893564718076959,0.010215862654149532,-0.007800720166414976,[0.05042988],1,-60,-60,0.12508847,14.240909,10.741018
42,0.05433680790330982,-0.025906233982873353,0.1179628198442515,-0.04646282450994477,0.06277002146816812,-0.049784894508775324,0.011255413293838501,-0.008300259709358215,[0.05042945],1,-60,-60,0.12508276,14.240909,10.741018
43,0.05661091687768931,-0.02684375709015058,0.11370544871897437,-0.04687615536386147,0.06339781908900477,-0.05062194220954552,0.012342149391770363,-0.008818384259939194,[0.050429],1,-60,-60,0.12507704,14.240909,10.741018
44,0.05881776248541428,-0.02780170251824075,0.1103422803862486,-0.0478972714045085,0.06444889437989332,-0.05141298990929499,0.013474367558956146,-0.009355259127914906,[0.05042849],1,-60,-60,0.12507033,14.240909,10.741018
45,0.06105449932423653,-0.028735919052028297,0.11183684194111265,-0.04671082668937743,0.06529985056840815,-0.05223832535557449,0.014650722965598106,-0.009911293163895607,[0.05042777],1,-60,-60,0.12506366,14.240909,10.741018
46,0.06306896212132415,-0.029686253692248105,0.10072313985438086,-0.04751673201099038,0.06625869302661158,-0.0530425701290369,0.015871813520789146,-0.010486011393368244,[0.05042716],1,-60,-60,0.12505688,14.240909,10.741018
47,0.06509581333870301,-0.030638245491768433,0.10134256086894311,-0.04759958997601643,0.06699552401551045,-0.053869429568294436,0.017133193090558052,-0.011079736053943634,[0.05042653],1,-60,-60,0.12505017,14.240909,10.741018
48,0.06717151172779268,-0.03159470988762678,0.10378491945448332,-0.04782321979291737,0.06779978491249494,-0.054685387993231416,0.01843510940670967,-0.011692500673234463,[0.050426],1,-60,-60,0.12504241,14.240909,10.741018
49,0.06913802057883003,-0.032558936750042455,0.09832544255186804,-0.04821134312078357,0.06861185471643694,-0.05549322022125125,0.01977854035794735,-0.012324394658207893,[0.05042545],1,-60,-60,0.12503514,14.240909,10.741018
50,0.07100589851936093,-0.03352398698077651,0.09339389702654444,-0.048252511536702514,0.06951082064188085,-0.05629187519662082,0.02116130106151104,-0.012975573539733887,[0.05042489],1,-60,-60,0.12502739,14.240909,10.741018
51,0.07284267478069524,-0.03449201590241047,0.09183881306671537,-0.04840144608169794,0.07042391286813654,-0.057086811400949955,0.022581418976187706,-0.013646053150296211,[0.0504243],1,-60,-60,0.12501915,14.240909,10.741018
52,0.07475241819134681,-0.03545329003570715,0.0954871705325786,-0.04806370666483417,0.07116583237075247,-0.05788254231447354,0.024038271978497505,-0.014335893094539642,[0.05042371],1,-60,-60,0.12501137,14.240909,10.741018
53,0.07661404535203474,-0.03641818501962463,0.09308135803439654,-0.04824474919587374,0.07244930151500739,-0.058666329830884933,0.025533320382237434,-0.015044959262013435,[0.05042318],1,-60,-60,0.12500262,14.240909,10.741018
54,0.07853468169312691,-0.03738524192687238,0.09603181705460884,-0.0483528453623876,0.07351473197923042,-0.059454372501932085,0.02706560119986534,-0.01577332243323326,[0.05042238],1,-60,-60,0.12499432,14.240909,10.741018
55,0.08047480098583037,-0.038346064191769086,0.09700596463517286,-0.04804111324483529,0.07457522433833219,-0.06025034381309524,0.028636295348405838,-0.0165210273116827,[0.05042169],1,-60,-60,0.12498551,14.240909,10.741018
56,0.08239086838642834,-0.03931507609411257,0.09580337002989836,-0.04845059511717409,0.07568357631680556,-0.0610424637561664,0.030245792120695114,-0.017287949100136757,[0.05042099],1,-60,-60,0.12497671,14.240909,10.741018
57,0.08415332426811802,-0.04028350057405534,0.08812279408448376,-0.04842122399713844,0.07692071949713863,-0.06183101038914174,0.03189361095428467,-0.01807424984872341,[0.05042028],1,-60,-60,0.124967426,14.240909,10.741018
58,0.08598357451235643,-0.04125195807403999,0.0915125122119207,-0.04842287499923259,0.07810929769766517,-0.06261904269922525,0.03357667848467827,-0.01887992024421692,[0.05041949],1,-60,-60,0.12495809,14.240909,10.741018
59,0.08768910579296062,-0.04222039431309441,0.08527656403020956,-0.04842181195272133,0.0795783748908434,-0.06340760103194043,0.035296350717544556,-0.01970496028661728,[0.05041873],1,-60,-60,0.12494876,14.240909,10.741018
60,0.08938329955999506,-0.04318788475449311,0.08470968835172243,-0.048374522069934756,0.08122048832592554,-0.0641792724491097,0.03705013170838356,-0.020549368113279343,[0.0504178],1,-60,-60,0.124938965,14.240909,10.741018
61,0.0912062135132146,-0.04415282578998359,0.09114569766097702,-0.04824705177452415,0.08305837927036919,-0.06494020379614085,0.038837797939777374,-0.021413125097751617,[0.0504167],1,-60,-60,0.12492911,14.240909,10.741018
62,0.09297414464264875,-0.045119355263645966,0.0883965564717073,-0.04832647368311882,0.0845011954952497,-0.06575636705383658,0.040661923587322235,-0.022296180948615074,[0.05041555],1,-60,-60,0.12491875,14.240909,10.741018
63,0.09466073086863616,-0.04608366507896336,0.0843293112993706,-0.04821549076586962,0.08627867748145945,-0.06657656049355865,0.0425214059650898,-0.02319856733083725,[0.0504146],1,-60,-60,0.12490843,14.240909,10.741018
64,0.09624831237335456,-0.04704321940521823,0.07937907523592003,-0.04797771631274372,0.08781124002416618,-0.06741157930810004,0.044414620846509933,-0.024120241403579712,[0.0504135],1,-60,-60,0.124898046,14.240909,10.741018
65,0.09766128618299262,-0.04797725318557696,0.07064869048190303,-0.04670168901793659,0.09003332236898132,-0.06827226164750755,0.04633958637714386,-0.0250611063092947,[0.05041248],1,-60,-60,0.12488723,14.240909,10.741018
66,0.09890453015308594,-0.04891970077505448,0.062162198504665866,-0.04712237947387621,0.09176509678945877,-0.06922275217948481,0.04829281195998192,-0.026020651683211327,[0.05041113],1,-60,-60,0.12487634,14.240909,10.741018
67,0.10023009630065643,-0.049863837251664336,0.06627830737852491,-0.047206823830492795,0.09319927418255247,-0.07014698965940624,0.05027090385556221,-0.02699904516339302,[0.05041008],1,-60,-60,0.12486503,14.240909,10.741018
68,0.10167413890099851,-0.050801748656426754,0.07220213001710363,-0.046895570238120854,0.09414393155020662,-0.07108790276106447,0.05227550491690636,-0.027996322140097618,[0.05040926],1,-60,-60,0.12485416,14.240909,10.741018
69,0.10293845130858244,-0.051721787387264156,0.06321562037919648,-0.046001936541870236,0.09532313005183823,-0.07206391985528171,0.05430898815393448,-0.02901235781610012,[0.05040865],1,-60,-60,0.12484326,14.240909,10.741018
