sigma_v_mu,sigma_v_a,sigma_p,sigma_mu,attractor_active,beta,sp_active,sp_noise_variance
10000.0,1000.0,1,5000.0,1,1,1,0
Iteration,A_Shoulder,A_Elbow,A_dot_Shoulder,A_dot_Elbow,mu_Shoulder,mu_Elbow,sp_Shoulder,sp_Elbow,Ev attr,beta,last_vt,last_tt,cartesian_distance,rubb_Shoulder,rubb_Elbow
0,-0.0025124309957027437,-9.524238063022495e-05,-0.12562154978513718,-0.004762119031511247,-0.025751233100891113,-0.001425876864232123,0.0,0.0,[0.02735739],1,-60,-60,0.04364467,-5.1893334,-1.0015103
1,-0.007016818261836306,-0.00021518627992918484,-0.22521936330667813,-0.005997194964947994,-0.05056734010577202,-0.0027365641435608268,-5.0248618208570406e-05,-1.9048475223826244e-06,[0.02724816],1,-60,-60,0.043644138,-5.1893334,-1.0015103
2,-0.01351303966519481,-0.0003510508808449231,-0.3248110701679252,-0.006793230045786913,-0.07298549823462963,-0.003918352886103094,-0.00019058497855439782,-6.208573267940665e-06,[0.02713911],1,-60,-60,0.04364342,-5.1893334,-1.0015103
3,-0.021927971421173423,-0.000510996093353242,-0.4207465877989307,-0.007997260625415947,-0.0943827386945486,-0.004974118783138692,-0.0004608457675203681,-1.322958996752277e-05,[0.02703936],1,-60,-60,0.04364117,-5.1893334,-1.0015103
4,-0.0316605166070076,-0.0006881053027518646,-0.48662725929170847,-0.008855460469931131,-0.1129699144512415,-0.005964514333754778,-0.0008994052186608315,-2.344951280974783e-05,[0.0269448],1,-60,-60,0.043637134,-5.1893334,-1.0015103
5,-0.04285111850396789,-0.0008831742854727054,-0.5595300948480144,-0.009753449136042036,-0.13019596226513386,-0.006855345971416682,-0.0015326155116781592,-3.7211619201116264e-05,[0.02686585],1,-60,-60,0.043631915,-5.1893334,-1.0015103
6,-0.05518919794158138,-0.0010970163606452844,-0.6169039718806744,-0.010692103758628946,-0.14572826959192753,-0.007655063353013247,-0.002389637753367424,-5.487510497914627e-05,[0.02679331],1,-60,-60,0.04362525,-5.1893334,-1.0015103
7,-0.06836248725921906,-0.0013363252794715663,-0.6586644658818841,-0.011965445941314101,-0.16002451814711094,-0.008449583023320884,-0.0034934217110276222,-7.681542774662375e-05,[0.026728],1,-60,-60,0.043616068,-5.1893334,-1.0015103
8,-0.0821765228946606,-0.001578264575864523,-0.6907017817720771,-0.012096964819647837,-0.17273601982742548,-0.009198080864734948,-0.004860671237111092,-0.00010354193364037201,[0.02666946],1,-60,-60,0.0436045,-5.1893334,-1.0015103
9,-0.0967760865137825,-0.001822101873176507,-0.7299781809560955,-0.0121918648655992,-0.18502450082451105,-0.009914000052958727,-0.0065042017959058285,-0.00013510722783394158,[0.02661734],1,-60,-60,0.043591026,-5.1893334,-1.0015103
10,-0.11167982905441022,-0.0020910435019231956,-0.7451871270313859,-0.013447081437334418,-0.19579764921218157,-0.010633664554916322,-0.008439723402261734,-0.00017154926899820566,[0.02656832],1,-60,-60,0.043575235,-5.1893334,-1.0015103
11,-0.12692732789822914,-0.0023662760854404044,-0.7623749421909451,-0.013761629175860435,-0.20581779908388853,-0.011360077653080225,-0.010673319920897484,-0.00021337013458833098,[0.0265264],1,-60,-60,0.04355661,-5.1893334,-1.0015103
12,-0.14263090138592815,-0.0026452189521569383,-0.7851786743849516,-0.013947143335826695,-0.21583441272377968,-0.012068977055605501,-0.013211866840720177,-0.000260695640463382,[0.02648789],1,-60,-60,0.043535605,-5.1893334,-1.0015103
13,-0.15904190725916123,-0.0029433761136078832,-0.820550293661654,-0.014907858072547242,-0.2264249837026,-0.012822785589378327,-0.016064485535025597,-0.00031360003049485385,[0.02644754],1,-60,-60,0.043512285,-5.1893334,-1.0015103
14,-0.1759405546569178,-0.0032713488612262157,-0.8449323698878288,-0.016398637380916625,-0.23682843521237373,-0.013522600347641855,-0.019245322793722153,-0.0003724675625562668,[0.02640435],1,-60,-60,0.043486338,-5.1893334,-1.0015103
15,-0.19295115725406503,-0.0036264029349604245,-0.8505301298573613,-0.017752703686710447,-0.24720606114715338,-0.014219457400031388,-0.022764133289456367,-0.0004378945450298488,[0.02636126],1,-60,-60,0.043457206,-5.1893334,-1.0015103
16,-0.2101773219489405,-0.004024516468116417,-0.8613082347437739,-0.01990567665779963,-0.257588311098516,-0.014916131913196295,-0.026623155921697617,-0.0005104226293042302,[0.02631807],1,-60,-60,0.04342529,-5.1893334,-1.0015103
17,-0.22794788192295526,-0.004437913869687691,-0.888527998700738,-0.02066987007856369,-0.2677536252886057,-0.015609986090566963,-0.03082670271396637,-0.0005909129395149648,[0.02627418],1,-60,-60,0.043390747,-5.1893334,-1.0015103
18,-0.24582530499705169,-0.004844065585120916,-0.8938711537048221,-0.020307585771661252,-0.27729012351483107,-0.016264673380646855,-0.03538566082715988,-0.0006796711822971702,[0.02623142],1,-60,-60,0.043352894,-5.1893334,-1.0015103
19,-0.2642963214897463,-0.005280814899078905,-0.9235508246347308,-0.02183746569789946,-0.2868774412199855,-0.01688250305596739,-0.04030216485261917,-0.0007765524787828326,[0.02619146],1,-60,-60,0.043312605,-5.1893334,-1.0015103
20,-0.28303431269981955,-0.005724774850014,-0.9368995605036616,-0.022197997546754777,-0.29754993598908186,-0.017536972532980144,-0.045588091015815735,-0.0008821687661111355,[0.02614977],1,-60,-60,0.043269277,-5.1893334,-1.0015103
21,-0.30173807432212923,-0.006165657266456037,-0.9351880811154842,-0.02204412082210183,-0.3080572634935379,-0.01811489521060139,-0.05124877765774727,-0.0009966642828658223,[0.0261021],1,-60,-60,0.043222174,-5.1893334,-1.0015103
